McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
1,0,0,1,7,30,2404,2580,600,1.0,0.0,7.0,0.0,511.0,1.0,1.0,0
1,0,0,1,7,30,2405,2581,600,1.0,0.0,7.0,0.0,511.0,1.0,2.0,0
1,0,0,1,7,30,2406,2582,600,1.0,0.0,7.0,0.0,511.0,1.0,2.0,0
4,0,0,3,46,71,2408,2583,602,4.0,0.0,46.0,1.0,319.0,3.0,4.0,0
2,0,0,2,18,45,2412,2584,604,2.0,0.0,18.0,0.0,89.0,1.0,1.0,0
1,0,1,3,57,95,2413,2585,604,1.0,0.0,57.0,0.0,89.0,1.0,1.0,0
2,0,1,7,129,179,2418,2586,606,2.0,0.0,129.0,0.0,319.0,3.0,4.0,0
1,0,1,0,3,25,2427,2587,609,1.0,0.0,3.0,0.0,91.0,1.0,1.0,0
1,0,1,0,3,25,2428,2588,610,1.0,0.0,3.0,0.0,91.0,1.0,1.0,0
1,0,1,1,23,53,2425,2589,608,1.0,0.0,23.0,0.0,1466.0,2.0,3.0,0
1,0,1,1,23,52,2426,2590,608,1.0,0.0,23.0,0.0,1466.0,2.0,3.0,0
1,0,1,6,52,84,2460,2591,615,1.0,0.0,52.0,0.0,26.0,3.0,4.0,0
1,0,1,8,65,98,2461,2592,615,1.0,0.0,65.0,0.0,26.0,4.0,5.0,0
2,0,1,2,33,63,2462,2593,615,2.0,0.0,33.0,0.0,22.0,3.0,4.0,0
19,0,0,6,167,200,2463,2594,615,19.0,0.0,167.0,0.0,1466.0,1.0,1.0,0
1,0,1,4,39,70,2464,2595,615,1.0,0.0,39.0,0.0,1466.0,2.0,3.0,0
30,0,0,11,162,196,2489,2596,617,30.0,0.0,162.0,0.0,511.0,2.0,3.0,0
15,0,0,6,81,110,2490,2597,617,15.0,0.0,81.0,0.0,511.0,1.0,1.0,0
9,0,1,6,83,121,2491,2598,617,9.0,0.0,83.0,0.0,1466.0,2.0,4.0,0
9,0,1,6,83,120,2492,2599,617,9.0,0.0,83.0,0.0,1466.0,2.0,4.0,0
10,0,1,11,105,148,2493,2600,617,10.0,0.0,105.0,0.0,1466.0,2.0,4.0,0
13,0,0,3,75,106,2512,2601,619,13.0,0.0,75.0,0.0,1466.0,1.0,1.0,0
9,0,1,4,175,237,2513,2602,619,9.0,0.0,175.0,0.0,1466.0,2.0,4.0,0
3,0,1,6,222,278,2514,2603,619,3.0,0.0,222.0,0.0,1466.0,2.0,4.0,0
1,0,1,3,84,125,2538,2604,627,1.0,0.0,84.0,0.0,1466.0,2.0,3.0,0
1,0,1,7,108,156,2539,2605,627,1.0,0.0,108.0,1.0,4735.0,3.0,4.0,0
6,0,2,0,61,106,2530,2606,623,6.0,0.0,61.0,0.0,1466.0,2.0,3.0,0
2,0,0,2,36,69,2533,2607,625,2.0,0.0,36.0,0.0,319.0,3.0,4.0,0
1,0,1,13,348,457,2534,2608,625,1.0,0.0,348.0,1.0,31.0,4.0,5.0,0
3,0,1,1,56,98,1340,2609,374,3.0,0.0,56.0,0.0,1466.0,2.0,4.0,0
2,0,0,28,624,828,1341,2610,375,2.0,0.0,624.0,2.0,1466.0,4.0,16.0,0
4,0,0,6,104,150,1342,2611,376,4.0,0.0,104.0,0.0,1466.0,2.0,6.0,0
3,0,0,6,92,135,1343,2612,377,3.0,0.0,92.0,0.0,762.0,5.0,14.0,0
1,0,1,1,32,84,1344,2613,378,1.0,0.0,32.0,0.0,1466.0,2.0,3.0,0
4,0,1,13,188,256,1345,2614,379,4.0,0.0,188.0,0.0,1466.0,2.0,4.0,0
8,0,3,5,189,263,1346,2615,380,8.0,0.0,189.0,0.0,1466.0,2.0,3.0,0
1,0,1,4,98,148,1347,2616,380,1.0,0.0,98.0,0.0,1466.0,2.0,3.0,0
1,0,0,2,24,49,2549,2617,630,1.0,0.0,24.0,0.0,1466.0,2.0,3.0,0
2,0,1,2,116,158,2561,2618,638,2.0,0.0,116.0,0.0,4735.0,3.0,4.0,0
1,0,1,1,78,116,2564,2619,640,1.0,0.0,78.0,0.0,4735.0,3.0,4.0,0
2,0,1,0,18,46,1348,2620,381,2.0,0.0,18.0,0.0,91.0,1.0,1.0,0
24,0,3,9,473,594,1349,2621,381,24.0,0.0,473.0,1.0,244.0,4.0,10.0,0
10,0,1,2,223,292,1350,2622,381,10.0,0.0,223.0,0.0,230.0,4.0,8.0,0
1,0,1,5,188,240,1351,2623,382,1.0,0.0,188.0,1.0,230.0,4.0,7.0,0
1,0,1,1,48,95,1352,2624,383,1.0,0.0,48.0,0.0,1466.0,2.0,5.0,0
16,0,1,5,284,385,2574,2625,646,16.0,0.0,284.0,0.0,1466.0,2.0,8.0,0
19,0,1,9,403,536,2578,2626,648,19.0,0.0,403.0,0.0,1466.0,3.0,6.0,0
10,0,1,2,146,193,2579,2627,648,10.0,0.0,146.0,0.0,1466.0,3.0,11.0,0
18,0,1,7,316,429,2580,2628,648,18.0,0.0,316.0,0.0,4735.0,4.0,7.0,0
3,0,1,5,121,162,2588,2629,652,3.0,0.0,121.0,0.0,1466.0,3.0,5.0,0
14,0,0,14,690,866,1353,2630,384,14.0,0.0,690.0,0.0,1466.0,6.0,10.0,0
1,0,0,3,35,62,2605,2631,657,1.0,0.0,35.0,0.0,1466.0,1.0,3.0,0
1,0,0,4,41,113,2606,2632,657,1.0,0.0,41.0,0.0,319.0,3.0,4.0,0
2,0,1,7,121,167,2608,2633,659,2.0,0.0,121.0,0.0,1466.0,3.0,5.0,0
3,0,1,6,153,239,2719,2634,661,3.0,0.0,153.0,0.0,244.0,3.0,5.0,0
1,0,0,3,31,60,2720,2635,661,1.0,0.0,31.0,0.0,91.0,1.0,1.0,0
5,0,1,3,41,70,2721,2636,661,5.0,0.0,41.0,0.0,1466.0,1.0,1.0,0
1,0,0,5,46,77,2723,2637,661,1.0,0.0,46.0,0.0,1466.0,2.0,3.0,0
1,0,1,2,55,91,2722,2638,661,1.0,0.0,55.0,0.0,1466.0,2.0,3.0,0
3,0,1,2,80,118,2724,2639,661,3.0,0.0,80.0,0.0,1466.0,2.0,3.0,0
1,0,0,5,72,105,2725,2640,661,1.0,0.0,72.0,0.0,1466.0,2.0,3.0,0
4,0,0,6,78,114,2726,2641,661,4.0,0.0,78.0,1.0,1.0,3.0,4.0,0
1,0,0,3,66,93,2727,2642,661,1.0,0.0,66.0,0.0,1466.0,2.0,3.0,0
25,0,0,7,190,231,2728,2643,661,25.0,0.0,190.0,0.0,1466.0,2.0,3.0,0
2,0,0,2,36,64,2729,2644,661,2.0,0.0,36.0,0.0,1466.0,2.0,3.0,0
1,0,0,3,40,74,2730,2645,661,1.0,0.0,40.0,1.0,1466.0,2.0,4.0,0
1,0,1,1,20,49,2731,2646,661,1.0,0.0,20.0,0.0,244.0,1.0,1.0,0
10,0,1,7,128,173,2732,2647,661,10.0,0.0,128.0,0.0,1466.0,2.0,4.0,0
1,0,1,1,21,50,2733,2648,661,1.0,0.0,21.0,0.0,244.0,1.0,1.0,0
1,0,1,2,32,64,2734,2649,661,1.0,0.0,32.0,0.0,244.0,1.0,1.0,0
1,0,1,1,22,52,2735,2650,661,1.0,0.0,22.0,0.0,244.0,1.0,1.0,0
1,0,0,4,43,72,2736,2651,661,1.0,0.0,43.0,0.0,1466.0,2.0,3.0,0
1,0,0,2,33,63,2737,2652,661,1.0,0.0,33.0,0.0,1466.0,2.0,3.0,0
4,0,0,5,69,98,2738,2653,661,4.0,0.0,69.0,0.0,244.0,2.0,4.0,0
1,0,0,8,97,129,2739,2654,661,1.0,0.0,97.0,0.0,1466.0,2.0,3.0,0
2,0,0,7,185,217,2741,2655,663,2.0,0.0,185.0,0.0,1466.0,2.0,3.0,0
1,0,0,3,20,42,2742,2656,664,1.0,0.0,20.0,0.0,91.0,1.0,1.0,0
2,0,1,1,65,106,2743,2657,665,2.0,0.0,65.0,0.0,1466.0,2.0,2.0,0
4,0,1,1,60,96,2755,2658,671,4.0,0.0,60.0,0.0,1466.0,3.0,6.0,0
2,0,1,29,317,411,2767,2659,676,2.0,0.0,317.0,3.0,1466.0,5.0,10.0,0
6,0,0,17,357,431,2778,2660,682,6.0,0.0,357.0,0.0,230.0,4.0,6.0,0
3,0,1,2,85,123,2799,2661,685,3.0,0.0,85.0,0.0,1466.0,3.0,5.0,0
1,0,1,6,111,179,2805,2662,687,1.0,0.0,111.0,0.0,1466.0,2.0,3.0,0
4,0,1,3,27,56,2806,2663,687,4.0,0.0,27.0,0.0,91.0,1.0,1.0,0
2,0,1,5,35,68,2816,2664,689,2.0,0.0,35.0,0.0,91.0,1.0,1.0,1
10,0,0,5,162,198,2821,2665,691,10.0,0.0,162.0,0.0,1466.0,1.0,3.0,0
33,0,1,26,874,1163,2822,2666,691,33.0,0.0,874.0,0.0,1466.0,1.0,2.0,0
8,0,0,12,263,359,2847,2667,693,8.0,0.0,263.0,0.0,1466.0,2.0,4.0,0
11,0,1,4,72,105,2848,2668,693,11.0,0.0,72.0,1.0,230.0,4.0,8.0,0
1,0,1,6,350,478,2849,2669,693,1.0,0.0,350.0,0.0,1466.0,2.0,3.0,0
47,0,1,11,360,427,2850,2670,693,47.0,0.0,360.0,0.0,1466.0,3.0,3.0,0
4,0,0,2,51,94,2851,2671,693,4.0,0.0,51.0,0.0,511.0,1.0,1.0,0
1,0,1,0,139,195,2852,2672,693,1.0,0.0,139.0,0.0,91.0,1.0,1.0,0
80,0,0,7,529,626,2853,2673,693,80.0,0.0,529.0,1.0,1466.0,3.0,11.0,0
1,0,1,0,8,33,2857,2674,693,1.0,0.0,8.0,0.0,91.0,1.0,1.0,0
2,0,0,2,61,89,2854,2675,693,2.0,0.0,61.0,0.0,1466.0,1.0,4.0,0
17,0,0,3,164,201,2855,2676,693,17.0,0.0,164.0,1.0,511.0,3.0,4.0,0
1,0,1,0,139,194,2856,2677,693,1.0,0.0,139.0,0.0,91.0,1.0,1.0,0
18,0,0,4,135,171,2858,2678,693,18.0,0.0,135.0,0.0,230.0,3.0,4.0,0
14,0,2,11,333,416,2859,2679,693,14.0,0.0,333.0,0.0,1466.0,4.0,6.0,0
1,0,1,1,48,83,2860,2680,693,1.0,0.0,48.0,1.0,511.0,2.0,2.0,0
1,0,1,0,8,33,2861,2681,693,1.0,0.0,8.0,0.0,91.0,1.0,1.0,0
35,0,1,7,239,290,2886,2682,696,35.0,0.0,239.0,0.0,1466.0,2.0,4.0,0
5,0,1,2,48,81,2887,2683,696,5.0,0.0,48.0,0.0,1466.0,2.0,3.0,0
3,0,1,1,43,78,2946,2684,709,3.0,0.0,43.0,0.0,1466.0,2.0,3.0,0
1,0,1,7,51,84,2986,2685,717,1.0,0.0,51.0,0.0,1466.0,5.0,6.0,0
1,0,0,2,23,47,2987,2686,717,1.0,0.0,23.0,0.0,1466.0,2.0,3.0,0
23,0,1,7,237,284,7,2687,4,23.0,0.0,237.0,1.0,31.0,5.0,8.0,0
1,0,1,3,106,160,8,2688,5,1.0,0.0,106.0,0.0,1466.0,2.0,3.0,0
1,0,1,1,26,55,9,2689,6,1.0,0.0,26.0,0.0,762.0,1.0,2.0,0
1,0,1,4,61,97,10,2690,7,1.0,0.0,61.0,0.0,1466.0,3.0,4.0,0
1,0,0,2,42,68,11,2691,7,1.0,0.0,42.0,0.0,511.0,3.0,4.0,0
9,0,1,2,124,178,12,2692,7,9.0,0.0,124.0,0.0,1466.0,3.0,6.0,0
1,0,1,1,27,59,13,2693,8,1.0,0.0,27.0,0.0,1466.0,2.0,3.0,0
1,0,0,4,78,115,14,2694,9,1.0,0.0,78.0,0.0,34.0,3.0,4.0,0
1,0,0,2,45,75,15,2695,10,1.0,0.0,45.0,0.0,1466.0,2.0,3.0,0
2,0,1,1,51,91,16,2696,11,2.0,0.0,51.0,0.0,319.0,3.0,5.0,0
2,0,1,4,152,227,17,2697,11,2.0,0.0,152.0,0.0,319.0,1.0,2.0,0
16,0,3,3,172,223,3003,2698,719,16.0,0.0,172.0,0.0,36.0,1.0,1.0,0
1,0,1,2,59,93,3004,2699,719,1.0,0.0,59.0,0.0,511.0,2.0,2.0,0
7,0,0,10,287,360,18,2700,12,7.0,0.0,287.0,1.0,1466.0,4.0,6.0,0
3,0,0,6,109,152,19,2701,13,3.0,0.0,109.0,0.0,1466.0,2.0,4.0,0
1,0,1,1,34,65,20,2702,14,1.0,0.0,34.0,0.0,511.0,3.0,4.0,0
1,0,1,1,42,78,21,2703,15,1.0,0.0,42.0,0.0,511.0,3.0,4.0,0
1,0,1,3,118,174,22,2704,16,1.0,0.0,118.0,0.0,511.0,4.0,5.0,0
2,0,0,2,22,49,3007,2705,721,2.0,0.0,22.0,0.0,34.0,2.0,2.0,0
1,0,0,2,50,79,3009,2706,721,1.0,0.0,50.0,0.0,22.0,2.0,2.0,0
1,0,0,6,187,250,3010,2707,721,1.0,0.0,187.0,0.0,1466.0,2.0,3.0,0
1,0,1,3,58,96,3008,2708,721,1.0,0.0,58.0,0.0,1466.0,2.0,3.0,0
1,0,1,3,58,95,3011,2709,721,1.0,0.0,58.0,0.0,1466.0,2.0,3.0,0
5,0,1,13,302,398,3012,2710,721,5.0,0.0,302.0,0.0,1466.0,3.0,5.0,0
2,0,1,3,78,119,23,2711,17,2.0,0.0,78.0,0.0,1466.0,2.0,4.0,0
1,0,1,4,76,115,24,2712,18,1.0,0.0,76.0,0.0,1466.0,2.0,3.0,0
1,0,1,0,6,53,1,2713,1,1.0,0.0,6.0,0.0,1466.0,2.0,3.0,0
1,0,1,1,53,90,25,2714,19,1.0,0.0,53.0,0.0,1466.0,2.0,2.0,0
1,0,1,1,84,122,26,2715,19,1.0,0.0,84.0,0.0,1466.0,2.0,2.0,0
1,0,1,5,95,143,27,2716,20,1.0,0.0,95.0,0.0,1466.0,2.0,3.0,0
1,0,1,6,319,409,29,2717,21,1.0,0.0,319.0,0.0,762.0,4.0,6.0,0
3,0,1,5,256,310,28,2718,21,3.0,0.0,256.0,0.0,762.0,1.0,3.0,0
1,0,1,2,128,200,30,2719,22,1.0,0.0,128.0,0.0,762.0,4.0,5.0,0
1,0,0,7,260,318,31,2720,23,1.0,0.0,260.0,0.0,511.0,3.0,4.0,0
9,0,1,6,257,326,32,2721,24,9.0,0.0,257.0,0.0,34.0,4.0,5.0,0
1,0,1,1,41,76,5,2722,3,1.0,0.0,41.0,0.0,1466.0,2.0,3.0,0
2,0,1,1,33,60,6,2723,3,2.0,0.0,33.0,0.0,1466.0,2.0,4.0,0
1,0,1,4,65,103,33,2724,25,1.0,0.0,65.0,1.0,762.0,3.0,4.0,0
1,0,1,1,41,74,34,2725,26,1.0,0.0,41.0,0.0,1466.0,2.0,3.0,0
1,0,1,3,60,93,35,2726,27,1.0,0.0,60.0,0.0,479.0,3.0,4.0,0
2,0,1,7,94,148,36,2727,28,2.0,0.0,94.0,0.0,31.0,5.0,6.0,0
1,0,0,6,83,120,37,2728,29,1.0,0.0,83.0,0.0,1466.0,2.0,3.0,0
1,0,1,3,60,99,38,2729,30,1.0,0.0,60.0,0.0,1466.0,2.0,4.0,0
3,0,1,8,143,203,39,2730,30,3.0,0.0,143.0,0.0,1466.0,4.0,6.0,0
4,0,1,6,249,323,40,2731,31,4.0,0.0,249.0,2.0,511.0,3.0,7.0,0
1,0,1,7,114,156,41,2732,32,1.0,0.0,114.0,0.0,479.0,3.0,4.0,0
1,0,0,7,102,140,42,2733,33,1.0,0.0,102.0,0.0,1466.0,2.0,4.0,0
1,0,1,10,175,243,43,2734,34,1.0,0.0,175.0,0.0,31.0,4.0,5.0,0
1,0,1,1,22,51,44,2735,34,1.0,0.0,22.0,0.0,1466.0,2.0,3.0,0
4,0,0,8,127,179,53,2736,37,4.0,0.0,127.0,0.0,4735.0,2.0,2.0,0
1,0,0,2,14,37,207,2737,42,1.0,0.0,14.0,1.0,1466.0,2.0,3.0,0
1,0,1,3,154,200,208,2738,42,1.0,0.0,154.0,1.0,762.0,2.0,3.0,0
3,0,2,160,1970,2264,209,2739,42,3.0,0.0,1970.0,0.0,34.0,10.0,16.0,0
1,0,1,1,75,108,235,2740,53,1.0,0.0,75.0,0.0,230.0,2.0,3.0,0
1,0,1,1,70,103,236,2741,54,1.0,0.0,70.0,0.0,230.0,2.0,3.0,0
1,0,1,1,77,111,237,2742,54,1.0,0.0,77.0,0.0,230.0,2.0,3.0,0
11,0,1,6,184,254,244,2743,57,11.0,0.0,184.0,0.0,230.0,2.0,2.0,0
1,0,0,0,23,51,256,2744,59,1.0,0.0,23.0,0.0,762.0,1.0,2.0,0
35,0,0,5,285,348,257,2745,59,35.0,0.0,285.0,4.0,511.0,3.0,12.0,0
31,0,0,4,208,257,258,2746,59,31.0,0.0,208.0,3.0,762.0,1.0,6.0,0
7,0,0,0,54,86,259,2747,59,7.0,0.0,54.0,0.0,762.0,1.0,1.0,0
30,0,1,3,194,246,260,2748,59,30.0,0.0,194.0,1.0,511.0,2.0,6.0,0
29,0,0,4,195,242,261,2749,59,29.0,0.0,195.0,1.0,511.0,3.0,6.0,0
1,0,0,103,456,584,262,2750,59,1.0,0.0,456.0,0.0,762.0,5.0,10.0,0
1,0,1,2,34,69,269,2751,61,1.0,0.0,34.0,0.0,1466.0,1.0,2.0,0
1,0,5,0,38,90,270,2752,61,1.0,0.0,38.0,0.0,1466.0,1.0,2.0,0
5,0,5,1,196,259,271,2753,61,5.0,0.0,196.0,0.0,1466.0,1.0,2.0,0
1,0,1,1,298,348,276,2754,63,1.0,0.0,298.0,0.0,511.0,1.0,1.0,0
1,0,1,0,52,82,277,2755,63,1.0,0.0,52.0,0.0,511.0,1.0,1.0,0
1,0,1,0,52,82,278,2756,63,1.0,0.0,52.0,0.0,511.0,1.0,1.0,0
1,0,1,1,237,282,279,2757,63,1.0,0.0,237.0,0.0,511.0,1.0,1.0,0
1,0,0,6,139,178,317,2758,74,1.0,0.0,139.0,0.0,230.0,2.0,3.0,0
13,0,1,20,148,211,343,2759,79,13.0,0.0,148.0,0.0,1466.0,1.0,2.0,0
4,0,1,5,85,131,1354,2760,385,4.0,0.0,85.0,0.0,1466.0,2.0,3.0,0
2,0,1,3,287,412,1355,2761,386,2.0,0.0,287.0,0.0,1466.0,1.0,6.0,0
4,0,0,2,73,128,385,2762,89,4.0,0.0,73.0,0.0,474.0,1.0,1.0,0
14,0,0,23,762,920,386,2763,89,14.0,0.0,762.0,0.0,762.0,3.0,6.0,0
12,0,1,1,102,161,395,2764,91,12.0,0.0,102.0,0.0,244.0,1.0,1.0,0
7,0,1,4,102,143,471,2765,110,7.0,0.0,102.0,0.0,1466.0,2.0,6.0,0
1,0,1,3,59,94,472,2766,110,1.0,0.0,59.0,0.0,1466.0,1.0,2.0,0
1,0,1,3,125,178,414,2767,95,1.0,0.0,125.0,0.0,762.0,3.0,5.0,0
3,0,0,2,48,73,473,2768,111,3.0,0.0,48.0,0.0,762.0,2.0,3.0,0
5,0,1,2,90,157,440,2769,100,5.0,0.0,90.0,0.0,511.0,3.0,5.0,0
1,0,1,3,18,48,441,2770,100,1.0,0.0,18.0,0.0,230.0,1.0,1.0,0
32,0,2,2,204,259,442,2771,100,32.0,0.0,204.0,0.0,1466.0,2.0,3.0,0
11,0,1,1,85,133,474,2772,112,11.0,0.0,85.0,0.0,1466.0,1.0,3.0,0
3,0,0,2,60,92,475,2773,113,3.0,0.0,60.0,0.0,1466.0,2.0,8.0,0
8,0,1,2,63,107,476,2774,113,8.0,0.0,63.0,0.0,31.0,5.0,8.0,0
1,0,1,3,106,157,477,2775,113,1.0,0.0,106.0,0.0,1466.0,2.0,2.0,0
1,0,1,2,96,144,478,2776,113,1.0,0.0,96.0,0.0,762.0,3.0,4.0,0
16,0,2,9,365,478,479,2777,113,16.0,0.0,365.0,1.0,511.0,6.0,14.0,0
5,0,1,4,195,255,480,2778,114,5.0,0.0,195.0,0.0,1466.0,1.0,3.0,0
2,0,0,3,73,116,481,2779,114,2.0,0.0,73.0,0.0,1466.0,3.0,7.0,0
7,0,0,2,68,106,482,2780,115,7.0,0.0,68.0,0.0,1466.0,2.0,4.0,0
2,0,0,20,225,291,483,2781,115,2.0,0.0,225.0,0.0,762.0,3.0,7.0,0
5,0,1,3,107,162,484,2782,115,5.0,0.0,107.0,0.0,1466.0,2.0,4.0,0
51,0,1,6,342,426,485,2783,116,51.0,0.0,342.0,0.0,1466.0,4.0,10.0,0
1,0,1,1,73,116,463,2784,106,1.0,0.0,73.0,0.0,91.0,2.0,5.0,0
7,0,1,2,113,153,464,2785,106,7.0,0.0,113.0,0.0,4735.0,2.0,8.0,0
4,0,1,1,55,90,486,2786,117,4.0,0.0,55.0,4.0,1466.0,2.0,6.0,0
2,0,1,5,200,272,487,2787,117,2.0,0.0,200.0,0.0,1466.0,4.0,7.0,0
4,0,1,1,115,160,469,2788,109,4.0,0.0,115.0,0.0,31.0,4.0,7.0,0
7,0,1,8,283,353,470,2789,109,7.0,0.0,283.0,0.0,1466.0,8.0,12.0,0
6,0,0,5,118,165,1356,2790,387,6.0,0.0,118.0,0.0,762.0,2.0,3.0,0
1,0,1,7,176,255,1357,2791,388,1.0,0.0,176.0,1.0,31.0,4.0,7.0,0
6,0,0,16,1014,1224,1358,2792,389,6.0,0.0,1014.0,0.0,230.0,5.0,9.0,0
1,0,0,4,28,56,520,2793,130,1.0,0.0,28.0,0.0,1466.0,2.0,3.0,0
9,0,2,1,186,272,1359,2794,390,9.0,0.0,186.0,0.0,811.0,3.0,5.0,0
11,0,1,1,117,180,1360,2795,391,11.0,0.0,117.0,0.0,31.0,4.0,4.0,0
34,0,1,3,341,394,528,2796,134,34.0,0.0,341.0,0.0,230.0,4.0,7.0,0
14,0,1,3,210,265,529,2797,134,14.0,0.0,210.0,0.0,762.0,3.0,5.0,0
10,0,1,1,88,126,530,2798,134,10.0,0.0,88.0,0.0,89.0,2.0,3.0,0
40,0,1,25,1336,1552,531,2799,134,40.0,0.0,1336.0,2.0,762.0,5.0,26.0,0
20,0,0,6,375,444,532,2800,134,20.0,0.0,375.0,0.0,762.0,3.0,15.0,0
4,0,1,1,110,151,533,2801,134,4.0,0.0,110.0,0.0,762.0,4.0,10.0,0
5,0,1,14,189,278,1361,2802,392,5.0,0.0,189.0,1.0,31.0,7.0,15.0,0
1,0,1,1,42,71,1362,2803,392,1.0,0.0,42.0,0.0,1466.0,2.0,3.0,0
2,0,3,2,61,105,1363,2804,392,2.0,0.0,61.0,0.0,811.0,3.0,4.0,0
7,0,1,1,65,115,1364,2805,393,7.0,0.0,65.0,0.0,1466.0,3.0,9.0,0
25,0,1,4,360,450,1365,2806,393,25.0,0.0,360.0,0.0,1466.0,3.0,14.0,0
45,0,1,3,353,420,1366,2807,393,45.0,0.0,353.0,0.0,1466.0,2.0,5.0,0
3,0,1,2,81,120,1367,2808,393,3.0,0.0,81.0,0.0,1466.0,1.0,4.0,0
1,0,1,2,83,126,680,2809,213,1.0,0.0,83.0,0.0,1466.0,1.0,2.0,0
6,0,2,3,111,159,684,2810,215,6.0,0.0,111.0,0.0,474.0,3.0,4.0,0
3,0,1,2,100,146,1368,2811,394,3.0,0.0,100.0,0.0,1466.0,1.0,4.0,0
40,0,3,5,341,435,1369,2812,394,40.0,0.0,341.0,0.0,1466.0,2.0,5.0,0
39,0,1,7,363,441,1370,2813,394,39.0,0.0,363.0,0.0,1466.0,3.0,8.0,0
12,0,0,7,488,626,695,2814,219,12.0,0.0,488.0,0.0,1466.0,2.0,2.0,0
1,0,0,2,38,66,696,2815,219,1.0,0.0,38.0,0.0,1466.0,1.0,2.0,0
2,0,0,6,111,153,697,2816,219,2.0,0.0,111.0,0.0,246.0,1.0,1.0,0
1,0,0,2,26,50,728,2817,224,1.0,0.0,26.0,0.0,511.0,1.0,1.0,0
30,0,4,1,219,273,729,2818,224,30.0,0.0,219.0,0.0,89.0,3.0,4.0,0
27,0,3,4,199,255,739,2819,226,27.0,0.0,199.0,1.0,511.0,1.0,2.0,0
10,0,6,20,682,909,740,2820,226,10.0,0.0,682.0,0.0,89.0,3.0,6.0,0
4,0,6,16,843,1059,741,2821,226,4.0,0.0,843.0,0.0,89.0,3.0,6.0,0
46,0,2,30,664,874,742,2822,226,46.0,0.0,664.0,1.0,89.0,3.0,8.0,0
6,0,1,6,132,178,743,2823,226,6.0,0.0,132.0,0.0,89.0,3.0,6.0,0
13,0,1,9,349,440,744,2824,226,13.0,0.0,349.0,0.0,89.0,3.0,6.0,0
17,0,1,7,184,245,745,2825,226,17.0,0.0,184.0,1.0,1466.0,3.0,4.0,0
5,0,1,4,94,133,746,2826,226,5.0,0.0,94.0,0.0,1466.0,2.0,3.0,0
50,0,1,25,639,791,747,2827,226,50.0,0.0,639.0,1.0,89.0,3.0,7.0,0
5,0,2,17,712,866,748,2828,226,5.0,0.0,712.0,0.0,89.0,3.0,5.0,0
7,0,0,2,42,70,749,2829,226,7.0,0.0,42.0,0.0,511.0,2.0,2.0,0
46,0,2,30,664,867,750,2830,226,46.0,0.0,664.0,1.0,89.0,3.0,8.0,0
19,0,0,39,297,382,751,2831,226,19.0,0.0,297.0,1.0,89.0,2.0,3.0,0
7,0,1,8,162,223,752,2832,226,7.0,0.0,162.0,0.0,89.0,3.0,8.0,0
18,0,1,7,213,270,753,2833,226,18.0,0.0,213.0,0.0,89.0,3.0,7.0,0
21,0,5,16,738,948,755,2834,226,21.0,0.0,738.0,0.0,89.0,3.0,7.0,0
2,0,1,15,234,325,756,2835,226,2.0,0.0,234.0,1.0,89.0,1.0,3.0,0
11,0,1,9,257,362,757,2836,226,11.0,0.0,257.0,1.0,89.0,2.0,4.0,0
47,0,2,34,808,1045,758,2837,226,47.0,0.0,808.0,2.0,89.0,3.0,11.0,0
1,0,0,0,3,26,754,2838,226,1.0,0.0,3.0,0.0,1466.0,1.0,1.0,0
3,0,1,17,57,108,847,2839,242,3.0,0.0,57.0,0.0,1466.0,2.0,4.0,0
1,0,1,15,197,269,848,2840,242,1.0,0.0,197.0,0.0,89.0,3.0,5.0,0
4,0,1,15,323,398,849,2841,242,4.0,0.0,323.0,0.0,89.0,3.0,5.0,0
1,0,1,15,196,269,850,2842,242,1.0,0.0,196.0,0.0,89.0,3.0,4.0,0
1,0,1,16,208,283,851,2843,242,1.0,0.0,208.0,0.0,89.0,3.0,4.0,0
3,0,1,15,283,370,853,2844,242,3.0,0.0,283.0,0.0,89.0,3.0,7.0,0
1,0,1,15,196,270,854,2845,242,1.0,0.0,196.0,0.0,89.0,3.0,4.0,0
2,0,1,6,87,127,855,2846,242,2.0,0.0,87.0,0.0,1466.0,3.0,5.0,0
1,0,0,0,3,26,852,2847,242,1.0,0.0,3.0,0.0,1466.0,1.0,1.0,0
1,0,0,0,3,26,727,2848,224,1.0,0.0,3.0,0.0,1466.0,1.0,1.0,0
6,0,1,4,73,112,1186,2849,314,6.0,0.0,73.0,0.0,1466.0,2.0,10.0,0
11,0,0,3,95,124,1187,2850,314,11.0,0.0,95.0,1.0,1466.0,2.0,12.0,0
41,0,0,5,256,309,1188,2851,314,41.0,0.0,256.0,0.0,1466.0,2.0,11.0,0
7,0,1,1,90,129,1189,2852,314,7.0,0.0,90.0,0.0,1466.0,1.0,3.0,0
20,0,1,12,326,440,1190,2853,314,20.0,0.0,326.0,0.0,1466.0,1.0,5.0,0
43,0,1,39,2004,2397,1191,2854,315,43.0,0.0,2004.0,9.0,762.0,6.0,22.0,0
6,0,1,1,59,96,1192,2855,316,6.0,0.0,59.0,0.0,1466.0,2.0,3.0,0
5,0,1,10,853,1049,1193,2856,317,5.0,0.0,853.0,0.0,1466.0,2.0,5.0,0
